SELECT
    t.trade_date,
"2019-08-01","1674.522324354592"
"2019-08-01","1650.930417471716"
"2019-08-01","1645.385936237048"
"2019-08-01","1644.922423557965"
"2019-08-01","1648.110531790875"
"2019-08-01","523.244162026905"
"2019-08-01","552.133654454202"
"2019-08-01","669.728264369392"
"2019-08-01","713.857481941465"
"2019-08-01","774.063191557259"
"2019-08-01","827.284037708706"
"2019-08-01","829.181511520619"
"2019-08-01","833.771393243062"
"2019-08-01","816.281377505272"
"2019-08-01","815.192595195703"
"2019-08-01","805.787498204027"
"2019-08-01","791.111493933272"
"2019-08-01","788.140537081095"
"2019-08-01","771.844821792937"
"2019-08-01","776.016980821818"
"2019-08-01","779.612437597774"
"2019-08-01","744.977599215797"
"2019-08-01","720.613379929441"
"2019-08-01","738.030815107079"
"2019-08-01","685.549006097963"
"2019-08-01","686.113116801901"
"2019-08-01","695.619939163553"
"2019-08-01","698.562611980589"
"2019-08-01","755.371842049930"
"2019-08-01","769.663035267475"
"2019-08-01","724.990861847172"
"2019-08-01","764.565224412510"
"2019-08-01","781.790327816011"
"2019-08-01","770.099163914560"
"2019-08-01","763.125464470823"
"2019-08-01","1371.659590909251"
"2019-08-01","1337.129483080756"
"2019-08-01","1335.785624463675"
"2019-08-01","1323.623409703185"
"2019-08-01","1319.765081594159"
"2019-08-01","1273.116626863084"
"2019-08-01","1279.746903641869"
"2019-08-01","1456.985108717248"
"2019-08-01","1434.822761412247"
"2019-08-01","1507.309506166850"
"2019-08-01","1459.720510022707"
"2019-08-01","1694.982888521578"
"2019-08-01","1818.022821507973"
"2019-08-01","1968.491103914487"
"2019-08-01","1929.240753077058"
"2019-08-01","1984.461885439452"
"2019-08-01","1899.569026497477"
"2019-08-01","1982.540866269488"
"2019-08-01","2187.777155285811"
"2019-08-01","2184.978313720429"
"2019-08-01","1730.886984426523"
"2019-08-01","1731.295397341870"
"2019-08-01","1706.187532399146"
"2019-08-01","1722.326634409176"
"2019-08-01","1717.740185742386"
"2019-08-01","1105.275665033066"
"2019-08-01","1036.647527460745"
"2019-08-01","1073.298649691022"
"2019-08-01","1038.928061123809"
"2019-08-01","1099.326696751460"
"2019-08-01","1123.249201508942"
"2019-08-01","1148.646541846202"
"2019-08-01","801.607375245275"
"2019-08-01","855.476577703914"
"2019-08-01","800.399765072786"
"2019-08-01","750.021818254071"
"2019-08-01","797.630952078896"
"2019-08-01","746.921649967703"
"2019-08-01","761.765210906628"
"2019-08-01","718.508020550389"
"2019-08-01","741.366630349140"
"2019-08-01","792.691116132405"
"2019-08-01","808.530510585481"
"2019-08-01","780.946355620630"
"2019-08-01","734.904884273177"
"2019-08-01","767.745702178974"
"2019-08-01","711.483879196952"
"2019-08-01","729.665977642216"
"2019-08-01","721.044966483004"
"2019-08-01","630.077119523967"
"2019-08-01","589.944645002111"
"2019-08-01","611.530747192571"
"2019-08-01","834.070043878353"
"2019-08-01","852.721173585453"
"2019-08-01","848.883973155903"
"2019-08-01","798.587243646106"
"2019-08-01","793.120400545784"
"2019-08-01","836.821530583206"
"2019-08-01","899.857706277842"
"2019-08-01","731.756647276493"
"2019-08-01","726.554624417122"
"2019-08-01","729.020211441683"
"2019-08-01","730.534662894565"
"2019-08-01","1121.466187790405"
"2019-08-01","1027.917674811790"
"2019-08-01","1536.342550778743"
"2019-08-01","1538.759909488033"
"2019-08-01","1576.991021353188"
"2019-08-01","1578.622852739208"
"2019-08-01","1555.316400783975"
"2019-08-01","1482.634944593096"
"2019-08-01","1447.852928970540"
"2019-08-01","987.182273539429"
"2019-08-01","1247.734763767639"
"2019-08-01","1274.315327510649"
"2019-08-01","1192.519675489076"
"2019-08-01","1203.745181170199"
"2019-08-01","1184.816293224598"
"2019-08-01","1265.239926851820"
"2019-08-01","1206.647723525999"
"2019-08-01","946.224478236684"
"2019-08-01","917.531610004333"
"2019-08-01","893.615729174779"
"2019-08-01","970.339181984958"
"2019-08-01","1010.096772355901"
"2019-08-01","1011.185800599145"
"2019-08-01","984.395030317751"
"2019-08-01","890.978571571730"
"2019-08-01","952.243880201365"
"2019-08-01","1017.759511424599"
"2019-08-01","778.637016110294"
"2019-08-01","808.796146545387"
"2019-08-01","1061.220357822607"
"2019-08-01","1023.263205794742"
"2019-08-01","1065.942984493297"
"2019-08-01","1154.156624058079"
"2019-08-01","1085.698581340056"
"2019-08-01","1081.194794241647"
"2019-08-01","1252.586759280095"
"2019-08-01","1153.004556375997"
"2019-08-01","1177.170504753625"
"2019-08-01","1540.285539738841"
"2019-08-01","1501.780561929897"
"2019-08-01","1512.824777251704"
"2019-08-01","1399.435267306406"
"2019-08-01","1370.986986583371"
"2019-08-01","1369.086331237352"
"2019-08-01","1364.057668013588"
"2019-08-01","1412.198368889880"
"2019-08-01","1349.046925743187"
"2019-08-01","1344.184120174231"
"2019-08-01","1455.040296079214"
"2019-08-01","1370.588778851733"
"2019-08-01","1298.014689457565"
"2019-08-01","1351.486532004843"
"2019-08-01","1050.377559499440"
"2019-08-01","1044.675981436577"
"2019-08-01","1043.663540017522"
"2019-08-01","1085.718789448679"
"2019-08-01","926.936007255959"
"2019-08-01","1106.820188056974"
"2019-08-01","1051.163268603838"
"2019-08-01","944.582509504545"
"2019-08-01","1022.607194811846"
"2019-08-01","1264.889287598307"
"2019-08-01","1262.976080486464"
"2019-08-01","1590.608102903984"
"2019-08-01","1636.291285884608"
"2019-08-01","1660.681657697912"
"2019-08-01","1730.240006163472"
"2019-08-01","1573.689454866221"
"2019-08-01","1793.409567894151"
"2019-08-01","1593.200445868092"
"2019-08-01","1597.691333277042"
"2019-08-01","1693.888204131323"
"2019-08-01","1816.449130335127"
"2019-08-01","1897.049249366977"
"2019-08-01","1884.216429851892"
"2019-08-01","1882.116645213701"
"2019-08-01","1692.401543911295"
"2019-08-01","1901.802099544885"
"2019-08-01","1861.370264015708"
"2019-08-01","1708.444705092074"
"2019-08-01","1625.539102479690"
"2019-08-01","1402.053009195886"
"2019-08-01","1894.129862200835"
"2019-08-01","1981.323879349601"
"2019-08-01","1644.874985298854"
"2019-08-01","2061.609463588374"
"2019-08-01","2057.106984826946"
"2019-08-01","2042.884934846750"
"2019-08-01","2054.577833301829"
"2019-08-01","1601.825968417056"
"2019-08-01","1609.474213169364"
"2019-08-01","1608.062610721361"
"2019-08-01","819.584775387891"
"2019-08-01","840.822260109256"
"2019-08-01","856.734116878632"
"2019-08-01","865.768583604847"
"2019-08-01","863.714753260589"
"2019-08-01","857.634970288587"
"2019-08-01","863.009823096994"
"2019-08-01","832.978779956094"
"2019-08-01","823.763976108044"
"2019-08-01","802.884865063241"
"2019-08-01","766.176939420654"
"2019-08-01","804.049801451555"
"2019-08-01","788.582882680789"
"2019-08-01","780.964112720388"
"2019-08-01","738.655488435061"
"2019-08-01","717.153116164051"
"2019-08-01","661.635527005041"
"2019-08-01","655.965730177017"
"2019-08-01","480.977458263007"
"2019-08-01","478.297248804847"
"2019-08-01","519.774975693466"
"2019-08-01","531.032528709512"
"2019-08-01","560.890990915772"
"2019-08-01","573.562685057593"
"2019-08-01","595.690812158855"
"2019-08-01","617.251756444105"
"2019-08-01","620.034905219437"
"2019-08-01","577.266767476990"
"2019-08-01","542.368691043104"
"2019-08-01","505.895370205380"
"2019-08-01","1419.031782547858"
"2019-08-01","1452.421514927333"
"2019-08-01","1460.367190127195"
"2019-08-01","1438.069392987563"
"2019-08-01","2071.806978191007"
"2019-08-01","2112.018803324260"
"2019-08-01","2048.442265972807"
"2019-08-01","1813.459246328750"
"2019-08-01","1773.793239548135"
"2019-08-01","1772.760907656271"
"2019-08-01","1770.203440386766"
"2019-08-01","353.969420087587"
"2019-08-01","1771.989147519976"
"2019-08-01","1798.789753060175"
"2019-08-01","1798.688281180801"
"2019-08-01","1803.422499423962"
"2019-08-01","1803.016270230051"
"2019-08-01","1832.351703607767"
"2019-08-01","1830.939790953061"
"2019-08-01","1121.116662826250"
"2019-08-01","1100.911721570116"
"2019-08-01","1097.653028977650"
"2019-08-01","1069.630014081416"
"2019-08-01","1044.915802714221"
"2019-08-01","1056.202314110954"
"2019-08-01","1079.394763833175"
"2019-08-01","578.329881662542"
"2019-08-01","746.599997687931"
"2019-08-01","749.729010725749"
"2019-08-01","799.772330476141"
"2019-08-01","849.613163165337"
"2019-08-01","797.503977747954"
"2019-08-01","749.177106818509"
"2019-08-01","784.887941956412"
"2019-08-01","723.276507670213"
"2019-08-01","733.651567340999"
"2019-08-01","668.953677216820"
"2019-08-01","692.242153474938"
"2019-08-01","739.383269707808"
"2019-08-01","759.447113820624"
"2019-08-01","732.263020092670"
"2019-08-01","684.607685014529"
"2019-08-01","668.321165754339"
"2019-08-01","629.474599983041"
"2019-08-01","594.174374257094"
"2019-08-01","597.958557550286"
"2019-08-01","807.378505307971"
"2019-08-01","1485.810428888974"
"2019-08-01","1564.636150576381"
"2019-08-01","1488.385363965484"
"2019-08-01","1476.315229114123"
"2019-08-01","1471.097741969775"
"2019-08-01","1529.521941108833"
"2019-08-01","1590.683703332507"
"2019-08-01","1479.044658281310"
"2019-08-01","1472.844747701988"
"2019-08-01","1516.836312581772"
"2019-08-01","1604.494981257639"
"2019-08-01","1633.542428537849"
"2019-08-01","1552.329401446497"
"2019-08-01","1769.954969867071"
"2019-08-01","1750.633589283769"
"2019-08-01","1696.008318186306"
"2019-08-01","1723.968634154235"
"2019-08-01","1741.818918988888"
"2019-08-01","1400.219671583883"
"2019-08-01","160.211583687382"
"2019-08-01","1449.719223020526"
"2019-08-01","1452.817156137229"
"2019-08-01","1485.610509986030"
"2019-08-01","1479.539136819622"
"2019-08-01","1483.727596292527"
"2019-08-01","1446.983158695228"
"2019-08-01","1428.343356788189"
"2019-08-01","828.910981276610"
"2019-08-01","836.979201966100"
"2019-08-01","1470.286896039908"
"2019-08-01","1490.828420711116"
"2019-08-01","1434.258694952769"
"2019-08-01","1420.538513121663"
"2019-08-01","1431.076274131100"
"2019-08-01","1434.740664055786"
"2019-08-01","1377.129197781004"
"2019-08-01","913.424414862372"
"2019-08-01","842.203552903815"
"2019-08-01","877.256600349717"
"2019-08-01","875.780426928163"
"2019-08-01","943.886883608210"
"2019-08-01","1003.184723707928"
"2019-08-01","759.140484755778"
"2019-08-01","902.791236480875"
"2019-08-01","923.388771436108"
"2019-08-01","873.276863518748"
"2019-08-01","975.917766649375"
"2019-08-01","883.665535668655"
"2019-08-01","889.032579549254"
"2019-08-01","1065.622496422139"
"2019-08-01","1011.262075270774"
"2019-08-01","1005.003015927718"
"2019-08-01","1084.139066648432"
"2019-08-01","1655.804086352293"
"2019-08-01","1620.907748616129"
"2019-08-01","1623.341900656966"
"2019-08-01","1548.794551532624"
"2019-08-01","1597.720943250103"
"2019-08-01","1601.126006499949"
"2019-08-01","1533.114214170124"
"2019-08-01","841.480074743589"
"2019-08-01","842.849252394463"
"2019-08-01","929.391635567001"
"2019-08-01","894.166181356101"
"2019-08-01","985.295770254269"
"2019-08-01","916.226437363499"
"2019-08-01","976.459224638158"
"2019-08-01","991.339609532763"
"2019-08-01","983.601562286952"
"2019-08-01","801.493626508242"
"2019-08-01","837.507097908799"
"2019-08-01","983.025265382814"
"2019-08-01","1002.748382126415"
"2019-08-01","980.925414620102"
"2019-08-01","1061.053297997078"
"2019-08-01","1111.402590359201"
"2019-08-01","1150.080382283902"
"2019-08-01","1135.000538913235"
"2019-08-01","714.603668043309"
"2019-08-01","1165.862315239342"
"2019-08-01","1191.739786834278"
"2019-08-01","1101.184481916761"
"2019-08-01","1521.537762977530"
"2019-08-01","1525.531276270976"
"2019-08-01","1697.426237579651"
"2019-08-01","1650.740420596308"
"2019-08-01","1633.195215928988"
"2019-08-01","1584.048507479370"
"2019-08-01","1575.504913096267"
"2019-08-01","1270.059582873032"
"2019-08-01","1279.611129638703"
"2019-08-01","1546.384864619351"
"2019-08-01","1907.849974884468"
"2019-08-01","1878.755106605232"
"2019-08-01","1851.939461721401"
"2019-08-01","1804.114567652034"
"2019-08-01","1833.924826443990"
"2019-08-01","2013.422114094263"
"2019-08-01","1803.085442076601"
"2019-08-01","1613.877375409031"
"2019-08-01","1968.680586440719"
"2019-08-01","2065.119189054230"
"2019-08-01","2013.592254617886"
"2019-08-01","2013.626544499820"
"2019-08-01","1570.903724505950"
"2019-08-01","1640.115348331736"
"2019-08-01","1572.962877479495"
"2019-08-01","779.873982265267"
"2019-08-01","795.347960913066"
"2019-08-01","815.982028207204"
"2019-08-01","772.874024032254"
"2019-08-01","723.189622848142"
"2019-08-01","785.458198245124"
"2019-08-01","732.498423694062"
"2019-08-01","737.508439176897"
"2019-08-01","681.661296026113"
"2019-08-01","698.398847023540"
"2019-08-01","743.252777051817"
"2019-08-01","774.667597378754"
"2019-08-01","736.810469103794"
"2019-08-01","707.226645324639"
"2019-08-01","681.370945751494"
"2019-08-01","682.546970300701"
"2019-08-01","647.453673650717"
"2019-08-01","744.757093350065"
"2019-08-01","1318.494371387664"
"2019-08-01","1319.912591442183"
"2019-08-01","1343.770095619393"
"2019-08-01","1377.675829025447"
"2019-08-01","1310.664422789704"
"2019-08-01","1304.188697683992"
"2019-08-01","1305.843995094287"
"2019-08-01","780.955629265167"
"2019-08-01","780.036609107303"
"2019-08-01","696.940797940064"
"2019-08-01","673.029622924083"
"2019-08-01","662.127624908270"
"2019-08-01","665.033198956477"
"2019-08-01","1008.874946413082"
"2019-08-01","1099.881699861615"
"2019-08-01","1059.358054998628"
"2019-08-01","1766.405869912661"
"2019-08-01","1787.179688017381"
"2019-08-01","1649.976265954843"
"2019-08-01","1654.965923041490"
"2019-08-01","1891.755256557858"
"2019-08-01","2098.759478324551"
"2019-08-01","2241.733619879936"
"2019-08-01","1881.893473434972"
"2019-08-01","2211.255895924736"
"2019-08-01","1878.253984517840"
"2019-08-01","1846.459079788484"
"2019-08-01","2077.452825520210"
"2019-08-01","2071.691472335497"
"2019-08-01","2065.496476406488"
"2019-08-01","1973.104335751636"
"2019-08-01","1297.850819899685"
"2019-08-01","1292.501654047021"
"2019-08-01","1358.881464924107"
"2019-08-01","710.576237825263"
"2019-08-01","692.712916039263"
"2019-08-01","1007.135708215087"
"2019-08-01","967.757370960107"
"2019-08-01","1004.243765169071"
"2019-08-01","974.742625309491"
"2019-08-01","976.876516359302"
"2019-08-01","1009.030275573439"
"2019-08-01","1062.369000831901"
"2019-08-01","672.270534847251"
"2019-08-01","705.635060896684"
"2019-08-01","669.831263844716"
"2019-08-01","701.644940903330"
"2019-08-01","759.289387864607"
"2019-08-01","709.126500233444"
"2019-08-01","712.053564732050"
"2019-08-01","658.732603095484"
"2019-08-01","673.030802910734"
"2019-08-01","717.031531982480"
"2019-08-01","675.362085424235"
"2019-08-01","570.259383547355"
"2019-08-01","550.279330582811"
"2019-08-01","500.373114832940"
"2019-08-01","1541.834917588533"
"2019-08-01","1552.900815103018"
"2019-08-01","1553.043198583564"
"2019-08-01","1707.154971415475"
"2019-08-01","1669.199758545565"
"2019-08-01","1696.335280342107"
"2019-08-01","1622.766977521213"
"2019-08-01","1203.897617759757"
"2019-08-01","1290.190116481547"
"2019-08-01","1199.215332147293"
"2019-08-01","969.411157979052"
"2019-08-01","402.565935593165"
"2019-08-01","404.621154820866"
"2019-08-01","907.225703725374"
"2019-08-01","1120.149164120990"
"2019-08-01","1063.163352419830"
"2019-08-01","1069.352725060931"
"2019-08-01","1127.347332975364"
"2019-08-01","1093.298374350361"
"2019-08-01","1200.954351011847"
"2019-08-01","1134.206594360338"
"2019-08-01","981.352600884058"
"2019-08-01","964.622159128097"
"2019-08-01","1004.461440216075"
"2019-08-01","417.105863717617"
"2019-08-01","402.959826220455"
"2019-08-01","377.085473763986"
"2019-08-01","397.014298351128"
"2019-08-01","1336.212495219586"
"2019-08-01","1364.177895508954"
"2019-08-01","1378.081426554427"
"2019-08-01","1491.926041628899"
"2019-08-01","1556.325572653498"
"2019-08-01","1601.093902840894"
"2019-08-01","1600.568770186160"
"2019-08-01","1415.813667833380"
"2019-08-01","1405.206109564409"
"2019-08-01","1307.334635768881"
"2019-08-01","1562.779769200961"
"2019-08-01","1464.267403816991"
"2019-08-01","1438.198638881623"
"2019-08-01","1436.661970175176"
"2019-08-01","1452.275404445432"
"2019-08-01","1584.838278928529"
"2019-08-01","1573.645720135253"
"2019-08-01","1220.550814767075"
"2019-08-01","1004.954215375009"
"2019-08-01","1043.482204938738"
"2019-08-01","817.758501142285"
"2019-08-01","819.863095133514"
"2019-08-01","848.747407317732"
"2019-08-01","820.611329755938"
"2019-08-01","762.618214879940"
"2019-08-01","849.298085115557"
"2019-08-01","889.223463397780"
"2019-08-01","1024.254401527091"
"2019-08-01","1521.292888740802"
"2019-08-01","1530.886453442362"
"2019-08-01","1541.882019604922"
"2019-08-01","1656.733138445601"
"2019-08-01","1660.246615824632"
"2019-08-01","1782.944945501817"
"2019-08-01","1750.559802946039"
"2019-08-01","1423.876538713943"
"2019-08-01","1422.482814483184"
"2019-08-01","1361.738325240415"
"2019-08-01","1245.045989684145"
"2019-08-01","1325.355781434160"
"2019-08-01","1360.927010656094"
"2019-08-01","1314.889477430382"
"2019-08-01","889.866850526901"
"2019-08-01","521.037730331088"
"2019-08-01","577.147841297432"
"2019-08-01","474.953358236364"
"2019-08-01","514.402989489017"
"2019-08-01","778.426033660843"
"2019-08-01","1290.713138291055"
"2019-08-01","1337.960760733253"
"2019-08-01","1334.866241872374"
"2019-08-01","1428.800863153301"
"2019-08-01","1430.608326568673"
"2019-08-01","1472.666701858199"
"2019-08-01","1494.659832457508"
"2019-08-01","1343.584868214598"
"2019-08-01","1313.469761556698"
"2019-08-01","1365.149668054927"
"2019-08-01","1376.074620069711"
"2019-08-01","1352.532751253841"
"2019-08-01","1430.313247117901"
"2019-08-01","1405.180265083791"
"2019-08-01","1225.162726218148"
"2019-08-01","1562.318645856368"
"2019-08-01","1553.463705646805"
"2019-08-01","1456.989773144485"
"2019-08-01","1507.832316842389"
"2019-08-01","1265.508073152552"
"2019-08-01","1701.118331771919"
"2019-08-01","1678.556133684117"
"2019-08-01","1374.523811915897"
"2019-08-01","1376.517550698484"
"2019-08-01","1376.062473405290"
"2019-08-01","1856.932538873874"
"2019-08-01","1834.341104651555"
"2019-08-01","1537.609595784190"
"2019-08-01","1565.541057354263"
"2019-08-01","1610.309967314782"
"2019-08-01","1554.053184801111"
"2019-08-01","1619.017988296786"
"2019-08-01","641.744064194264"
"2019-08-01","660.071934121036"
"2019-08-01","730.916898409766"
"2019-08-01","734.491347480561"
"2019-08-01","751.791624498881"
"2019-08-01","769.532991959595"
"2019-08-01","791.752833606429"
"2019-08-01","797.081615660410"
"2019-08-01","799.350408069548"
"2019-08-01","804.960952838855"
"2019-08-01","767.886690007371"
"2019-08-01","770.554149467709"
"2019-08-01","741.186773983840"
"2019-08-01","690.525183413734"
"2019-08-01","722.723643422508"
"2019-08-01","677.240819076796"
"2019-08-01","642.414019168176"
"2019-08-01","649.954065593064"
"2019-08-01","664.319638713889"
"2019-08-01","678.434387465168"
"2019-08-01","681.280040141525"
"2019-08-01","633.573048180675"
"2019-08-01","622.082034285634"
"2019-08-01","650.922992117091"
"2019-08-01","572.670296983892"
"2019-08-01","536.419370966056"
"2019-08-01","525.179923704158"
"2019-08-01","478.027143331741"
"2019-08-01","1274.186413905341"
"2019-08-01","1321.961031862099"
"2019-08-01","1608.361250325193"
"2019-08-01","1914.723909259629"
"2019-08-01","1884.102123407479"
"2019-08-01","1893.130380480964"
"2019-08-01","1864.954162688341"
"2019-08-01","1760.980445390470"
"2019-08-01","1758.018967203602"
"2019-08-01","1836.346291714947"
"2019-08-01","1621.853057205451"
"2019-08-01","1703.364897748264"
"2019-08-01","1522.631434353354"
"2019-08-01","1733.015902847925"
"2019-08-01","1868.984618462019"
"2019-08-01","1908.550577226952"
"2019-08-01","1930.295199512734"
"2019-08-01","1972.627342923042"
"2019-08-01","2027.596057908877"
"2019-08-01","2408.064667894512"
"2019-08-01","2429.338917914756"
"2019-08-01","2479.461223061709"
"2019-08-01","2323.876917177516"
"2019-08-01","2291.618216795201"
"2019-08-01","2344.027496588277"
"2019-08-01","2331.014462887452"
"2019-08-01","2060.716157038847"
"2019-08-01","1706.594162324761"
"2019-08-01","1706.793613733351"
"2019-08-01","1977.278118910896"
"2019-08-01","1970.424745968191"
"2019-08-01","1720.638745945127"
"2019-08-01","1649.154050819187"
"2019-08-01","1514.782628245166"
"2019-08-01","1518.076669945670"
"2019-08-01","1518.214122430568"
"2019-08-01","711.803061731597"
"2019-08-01","745.961977200294"
"2019-08-01","703.140240702549"
"2019-08-01","654.151185197457"
"2019-08-01","710.801032705523"
"2019-08-01","661.457326305945"
"2019-08-01","664.301156604944"
"2019-08-01","611.084352274903"
"2019-08-01","624.822243198206"
"2019-08-01","663.650710356843"
"2019-08-01","627.126690986454"
"2019-08-01","521.074527961669"
"2019-08-01","493.378428481096"
"2019-08-01","1030.965214587998"
"2019-08-01","1109.589727052730"
"2019-08-01","1163.981196869892"
"2019-08-01","1150.644545254445"
"2019-08-01","1194.141759451811"
"2019-08-01","1185.021577460773"
"2019-08-01","1243.319671570544"
"2019-08-01","1141.074096598714"
"2019-08-01","1019.214106087440"
"2019-08-01","1008.197822614099"
"2019-08-01","1021.078613059552"
"2019-08-01","959.970125155193"
"2019-08-01","986.244048446042"
"2019-08-01","1223.300068802963"
"2019-08-01","1354.789821601227"
"2019-08-01","1361.648421775537"
"2019-08-01","1378.773713520547"
"2019-08-01","1375.955985159132"
"2019-08-01","1405.350024269501"
"2019-08-01","1398.403677327082"
"2019-08-01","1208.992846339464"
"2019-08-01","1091.168674981968"
"2019-08-01","1129.159408112323"
"2019-08-01","1095.925514120371"
"2019-08-01","1092.309738527013"
"2019-08-01","1051.730826112479"
"2019-08-01","1052.292757393067"
"2019-08-01","984.328584136222"
"2019-08-01","606.618949392372"
"2019-08-01","611.004760912010"
"2019-08-01","574.996144707572"
"2019-08-01","564.460808142223"
"2019-08-01","592.003835854690"
"2019-08-01","595.465915921146"
"2019-08-01","580.706122402062"
"2019-08-01","728.493391478997"
"2019-08-01","702.593862565199"
"2019-08-01","743.578881075137"
"2019-08-01","1102.805249395938"
"2019-08-01","1159.258947509551"
"2019-08-01","1455.865853972098"
"2019-08-01","1447.694941022419"
"2019-08-01","1522.776339570964"
"2019-08-01","1543.002543705276"
"2019-08-01","1460.895022181037"
"2019-08-01","1300.388893250968"
"2019-08-01","1293.481864461376"
"2019-08-01","946.867213687929"
"2019-08-01","964.218031989801"
"2019-08-01","909.727330355221"
"2019-08-01","877.831274803883"
"2019-08-01","925.080696222664"
"2019-08-01","928.229734366393"
"2019-08-01","1222.494137487160"
"2019-08-01","1192.842898788636"
"2019-08-01","1601.894520485636"
"2019-08-01","1656.106278040956"
"2019-08-01","1652.203240229182"
"2019-08-01","1722.569335047974"
"2019-08-01","1667.370046624609"
"2019-08-01","1470.642396725873"
"2019-08-01","1509.997859545944"
"2019-08-01","718.291267771747"
"2019-08-01","718.660533810744"
"2019-08-01","992.583747816058"
"2019-08-01","994.770034145246"
"2019-08-01","1056.192806115662"
"2019-08-01","1188.575417153621"
"2019-08-01","1158.516545651213"
"2019-08-01","1125.933779506296"
"2019-08-01","1172.844045979889"
"2019-08-01","932.571512641511"
"2019-08-01","913.933467087131"
"2019-08-01","1130.642175881013"
"2019-08-01","893.709719105599"
"2019-08-01","890.350269289458"
"2019-08-01","890.118080516234"
"2019-08-01","892.383063234404"
"2019-08-01","860.425270336322"
"2019-08-01","970.604034744295"
"2019-08-01","649.754987430244"
"2019-08-01","671.428974277995"
"2019-08-01","925.439262818834"
"2019-08-01","959.539093535959"
"2019-08-01","1203.090471699962"
"2019-08-01","1183.711390379549"
"2019-08-01","1198.337574070250"
"2019-08-01","1553.962205904942"
"2019-08-01","1548.285537680462"
"2019-08-01","1686.912331676399"
"2019-08-01","1605.491841417185"
"2019-08-01","1597.516417606971"
"2019-08-01","1666.127012929772"
"2019-08-01","1663.608997960530"
"2019-08-01","1482.048599871459"
"2019-08-01","1432.501382904676"
"2019-08-01","1077.694020814814"
"2019-08-01","1572.408801390553"
"2019-08-01","1559.073614209351"
"2019-08-01","1540.633203001440"
"2019-08-01","1629.117737129079"
"2019-08-01","1605.735659025690"
"2019-08-01","1966.921610392385"
"2019-08-01","1961.817790735832"
"2019-08-01","1783.622925029412"
"2019-08-01","1797.057609412569"
"2019-08-01","1802.467883902512"
"2019-08-01","1616.920204431870"
"2019-08-01","1617.552820731720"
"2019-08-01","839.812155442258"
"2019-08-01","891.225870975051"
"2019-08-01","662.749619281024"
"2019-08-01","686.185189237258"
"2019-08-01","704.209342099350"
"2019-08-01","720.037707759280"
"2019-08-01","743.205596834864"
"2019-08-01","746.148754558078"
"2019-08-01","745.092660744446"
"2019-08-01","751.786847403286"
"2019-08-01","715.160195257645"
"2019-08-01","718.002394627258"
"2019-08-01","688.606669296776"
"2019-08-01","636.806683026819"
"2019-08-01","670.843895066221"
"2019-08-01","633.632253173641"
